node_id,node_type,label,original_uri
75,author,Sen Wu,https://dblp.org/pid/06/6420-5
76,author,Gerd Szwillus,https://dblp.org/pid/06/456
77,author,Florian Dittmann,https://dblp.org/pid/44/5175-1
78,author,Anselm Haak,https://dblp.org/pid/177/9340
79,author,Marco Schmidt,https://dblp.org/pid/42/7777-1
80,author,Alexander Becker,https://dblp.org/pid/42/9934-1
81,author,Stefan Krauter,https://dblp.org/pid/201/1662
82,author,Volker Peckhaus,https://dblp.org/pid/70/7024
83,author,Nancy Viola Wünderlich,https://dblp.org/pid/70/8643
84,author,Martin Dräxler,https://dblp.org/pid/70/8080
85,author,Wilhelm Dangelmaier,https://dblp.org/pid/70/4639
86,author,Dang Hai Tran Vu,https://dblp.org/pid/70/8761
87,author,Peter Pietrzyk,https://dblp.org/pid/70/7642-1
88,author,Jonas Schulte,https://dblp.org/pid/70/2162
89,author,Sèdjro Salomon Hotegni,https://dblp.org/pid/326/5192
90,author,Gregor Engels,https://dblp.org/pid/e/GregorEngels
91,author,Frank Bauer,https://dblp.org/pid/84/6110-2
92,author,Matthias Fischer,https://dblp.org/pid/84/1558-1
93,author,Rolf Müller,https://dblp.org/pid/55/3529-3
94,author,Alex S. Leong,https://dblp.org/pid/55/3839
95,author,Stefan Schneider,https://dblp.org/pid/69/5050-8
96,author,Wei Zhou,https://dblp.org/pid/69/5011-16
97,author,Matthias Becker,https://dblp.org/pid/69/3369-1
98,author,Yasir Mahmood,https://dblp.org/pid/150/4812-2
99,author,Christina Kolb,https://dblp.org/pid/150/0050
100,author,Fabian Eidens,https://dblp.org/pid/216/6738
101,author,Daniel Jung,https://dblp.org/pid/98/3010-1
102,author,Christian Plessl,https://dblp.org/pid/76/5938
103,author,Anni-Yasmin Turhan,https://dblp.org/pid/76/3237
104,author,Oleg Travkin,https://dblp.org/pid/36/10647
105,author,Jürgen Schulze,https://dblp.org/pid/09/3612-1
106,author,Tobias Wiersema,https://dblp.org/pid/60/10319
107,author,Daniel Weber,https://dblp.org/pid/04/5465-4
108,author,Reinhold Noé,https://dblp.org/pid/04/9921
109,author,Stefan Grösbrink,https://dblp.org/pid/81/7126
110,author,Muhammad Faisal,https://dblp.org/pid/81/7083-5
111,author,Gudrun Oevel,https://dblp.org/pid/81/10647
112,author,Sina Ober-Blöbaum,https://dblp.org/pid/81/3518
113,author,S. M. Ali Musa Kazmi,https://dblp.org/pid/153/6937
114,author,Wolfgang Müller,https://dblp.org/pid/m/WMuller3
115,author,Burkhard Monien,https://dblp.org/pid/m/BurkhardMonien
116,author,Michael Meier,https://dblp.org/pid/m/MichaelMeier5
117,author,Peter Günther,https://dblp.org/pid/57/6293-1
118,author,Mohamed Soliman,https://dblp.org/pid/40/4987-1
119,author,Elke Wolf,https://dblp.org/pid/40/8619-1
120,author,Rainer Feldmann,https://dblp.org/pid/19/3568
121,author,Carsten Huth,https://dblp.org/pid/19/6980-1
122,author,Carsten Schulte,https://dblp.org/pid/14/3197-1
123,author,Jian Cheng,https://dblp.org/pid/14/6145-5
124,author,Stephan Winter,https://dblp.org/pid/14/4836-3
125,author,Jannik Castenow,https://dblp.org/pid/202/1859
126,author,Simon Trang,https://dblp.org/pid/138/4956
127,author,Christine Markarian,https://dblp.org/pid/138/8052
128,author,Manuel Malatyali,https://dblp.org/pid/138/7323
129,author,Enes Yigitbas,https://dblp.org/pid/138/4856
130,author,Darius Schlangenotto,https://dblp.org/pid/189/4866
131,author,Andreas Koller,https://dblp.org/pid/92/1704-3
132,author,Jan Wolter,https://dblp.org/pid/92/1305
133,author,Iris Gräßler,https://dblp.org/pid/92/6400
134,author,Stefanie Müller,https://dblp.org/pid/225/7849-7
135,author,Gitta Domik,https://dblp.org/pid/d/GittaDomik
136,author,Michael Schulte,https://dblp.org/pid/31/1472-2
137,author,Wilhelm Schäfer,https://dblp.org/pid/31/5809
138,author,Friedhelm Meyer auf der Heide,https://dblp.org/pid/h/FMaufderHeide
139,author,Marcel Campen,https://dblp.org/pid/18/2890
140,author,Sevag Gharibian,https://dblp.org/pid/38/1605
141,author,Christian Wolf,https://dblp.org/pid/38/2606-2
142,author,Dirk Schäfer,https://dblp.org/pid/97/114-4
143,author,Andreas König,https://dblp.org/pid/61/3108-3
144,author,Andrea Zoyke,https://dblp.org/pid/118/8181
145,author,Kathrin Bujna,https://dblp.org/pid/127/6615
146,author,Thim Strothmann,https://dblp.org/pid/147/3358
147,author,Franz-Josef Rammig,https://dblp.org/pid/r/FranzJosefRammig
148,author,Wolfgang Schulz,https://dblp.org/pid/95/344-3
149,author,Wolfgang Reinhardt,https://dblp.org/pid/95/4985-1
150,author,Henrik Bröcher,https://dblp.org/pid/224/4609
151,author,Lisa Kleinjohann,https://dblp.org/pid/17/5476
152,author,Theodor Lettmann,https://dblp.org/pid/17/2025
153,author,Martin Luther Modjo Kamneng,https://dblp.org/pid/17/3654
154,author,Lin Wang,https://dblp.org/pid/17/6729-15
155,author,Johannes Späth,https://dblp.org/pid/174/1998
156,author,Jan Bobolz,https://dblp.org/pid/218/7188
157,author,Johannes Blömer,https://dblp.org/pid/33/2110
158,author,Ping Guo,https://dblp.org/pid/33/5440-1
159,author,Olaf Neumann,https://dblp.org/pid/75/4066-2
160,author,Matthias Meyer,https://dblp.org/pid/68/283-1
161,author,Marco Platzner,https://dblp.org/pid/68/3728
162,author,Barbara Kempkes,https://dblp.org/pid/68/7642
163,author,Thomas Lehmann,https://dblp.org/pid/54/503-1
164,author,Christian Brenner,https://dblp.org/pid/129/9137-1
165,author,Dennis Kundisch,https://dblp.org/pid/26/4979
166,author,Rui Zhao,https://dblp.org/pid/26/2578-8
167,author,Matthias T. Jung,https://dblp.org/pid/89/6594
168,author,Alexander Förster,https://dblp.org/pid/f/AlexanderFoerster
169,author,Stefan Sauer,https://dblp.org/pid/07/2093-1
170,author,Francisco Cortes Gómez,https://dblp.org/pid/39/3996
171,author,Yuhong Zhao,https://dblp.org/pid/39/1215-1
172,author,Jürgen Gausemeier,https://dblp.org/pid/90/4912
173,author,Michael Tiemann,https://dblp.org/pid/90/3409-4
174,author,Thomas Schmidt,https://dblp.org/pid/90/390-4
175,author,Ammar Shaker,https://dblp.org/pid/08/8419
176,author,Daniel Warner,https://dblp.org/pid/08/335-1
177,author,Michael Feldmann,https://dblp.org/pid/08/7058
178,author,Adrian Ogierman,https://dblp.org/pid/72/8725
179,author,Thomas Hübner,https://dblp.org/pid/64/1143-2
180,author,Björn Metzler,https://dblp.org/pid/64/226-1
181,author,Torsten Fahle,https://dblp.org/pid/15/5253
182,author,Philipp Terhörst,https://dblp.org/pid/203/2506
183,author,Carsten Schmidt,https://dblp.org/pid/91/4804-2
184,author,Felix Lange,https://dblp.org/pid/222/1046-1
185,author,Florian Stallmann,https://dblp.org/pid/77/4790
186,author,Christoph Scheytt,https://dblp.org/pid/77/949
187,author,Axel-Cyrille Ngonga Ngomo,https://dblp.org/pid/65/4336
188,author,Sebastian Thiele,https://dblp.org/pid/21/7559-2
189,author,Martin Hahn,https://dblp.org/pid/21/3707-3
190,author,Steffen Schneider,https://dblp.org/pid/16/8643-2
191,author,Oliver Müller,https://dblp.org/pid/43/6309-1
192,author,Simon Oberthür,https://dblp.org/pid/43/917
193,author,Peter Pfahler,https://dblp.org/pid/p/PPfahler
194,author,Markus Schmidt,https://dblp.org/pid/372/9679
195,author,Eric Bodden,https://dblp.org/pid/94/5744
196,author,Dirk Fischer,https://dblp.org/pid/94/5811-1
197,author,Katharina J. Rohlfing,https://dblp.org/pid/79/6049
198,paper,Bin Packing oder,https://dblp.org/rec/reference/algo/GehweilerH08
199,paper,Der Alphabeta-Algorithmus für Spielbäume: Wie bringe ich meinen Computer zum Schachspielen?.,https://dblp.org/rec/reference/algo/MonienLW08
200,paper,Teilen von Geheimnissen.,https://dblp.org/rec/reference/algo/Blomer08
201,paper,Broadcasting: Wie verbreite ich schnell Informationen?.,https://dblp.org/rec/reference/algo/Scheideler08
202,paper,Jamming-Resistant MAC Protocols for Wireless Networks.,https://dblp.org/rec/reference/algo/RichaS16
203,paper,Approximation Algorithms for Multilevel Graph Partitioning.,https://dblp.org/rec/reference/crc/PreisMS07
204,paper,Overlay Networks for Peer-to-Peer Networks.,https://dblp.org/rec/reference/crc/RichaS07
205,paper,Data Science Education.,https://dblp.org/rec/reference/edu/MagenheimS20
206,paper,Artifacts for the Paper,https://dblp.org/rec/data/11/KempfTJSCZ25
207,paper,Supplementary Material for the paper:,https://dblp.org/rec/data/11/SchiebelSSAB24
208,paper,The Artifacts for Program Feature-based Benchmarking for Fuzz Testing.,https://dblp.org/rec/data/11/MiaoKBW25
209,paper,Artifacts for the Paper,https://dblp.org/rec/data/11/KempfTJSCZ25a
210,paper,The Artifacts for Program Feature-based Benchmarking for Fuzz Testing.,https://dblp.org/rec/data/11/MiaoKBW25c
211,paper,Artifact for Visualization Task Taxonomy to Understand the Fuzzing Internals.,https://dblp.org/rec/data/11/KummitaMBW25
212,paper,The Artifacts for Program Feature-based Benchmarking for Fuzz Testing.,https://dblp.org/rec/data/11/MiaoKBW25b
213,paper,Artifacts for the Paper,https://dblp.org/rec/data/11/KempfTJSCZ25c
214,paper,IBB.,https://dblp.org/rec/data/11/AdlerBHS25
215,paper,netcl-paper-artifact.,https://dblp.org/rec/data/11/KarlosBW24a
216,paper,"Keci embedding models for explainable benchmarking (QALD10, QALD9+DB, QALD9+WK).",https://dblp.org/rec/data/11/ZhangRSKN25b
217,paper,Embedding the Web: An Open Billion-Scale Repository for Knowledge Graph Embeddings.,https://dblp.org/rec/data/11/SharmaKDENS25
218,paper,"Learning problems of 5 QA systems on QALD10, QALD9+DB, and QALD9+WK.",https://dblp.org/rec/data/11/ZhangRSKN25c
219,paper,The Artifacts for Program Feature-based Benchmarking for Fuzz Testing.,https://dblp.org/rec/data/11/MiaoKBW25a
220,paper,AmoebotSim 2.0.,https://dblp.org/rec/data/11/ArtmannMPWS25
221,paper,"Pretrained models for explainable benchmarking (QALD10, QALD9+DB, QALD9+WK).",https://dblp.org/rec/data/11/ZhangRSKN25
222,paper,"Knowledge bases for explainable benchmarking (QALD10, QALD9+DB, QALD9+WK).",https://dblp.org/rec/data/11/ZhangRSKN25a
223,paper,netcl-paper-artifact.,https://dblp.org/rec/data/11/KarlosBW24
224,paper,CauseNet: Towards a Causality Graph Extracted from the Web.,https://dblp.org/rec/data/10/HeindorfSWNP20
225,paper,Webis Causal Question Answering 2022.,https://dblp.org/rec/data/10/BondarenkoWHBNSBHP22
226,paper,LauNuts: A Knowledge Graph to identify and compare geographic regions in the European Union.,https://dblp.org/rec/data/10/WilkeN23
227,paper,Securing Your Crypto-API Usage Through Tool Support - A Usability Study.,https://dblp.org/rec/data/10/KrugerRWNABAF23
228,paper,Dealing with Variability in API Misuse Specification (Artifact Package).,https://dblp.org/rec/data/10/BonifacioKNBM21
229,paper,LauNuts: A Knowledge Graph to identify and compare geographic regions in the European Union.,https://dblp.org/rec/data/10/WilkeN23a
230,paper,DBpedia Abstractive Summaries.,https://dblp.org/rec/data/10/ZaheraVSCN22
231,paper,Wikidata Vandalism Corpus 2016 (WDVC-16).,https://dblp.org/rec/data/10/HeindorfPES16
232,paper,UpCy: Safely Updating Outdated Dependencies.,https://dblp.org/rec/data/10/DannHB23
233,paper,INGRIDKG: A FAIR Knowledge Graph of Graffiti.,https://dblp.org/rec/data/10/SherifSSANN23a
234,paper,ArguAna TripAdvisor.,https://dblp.org/rec/data/10/WachsmuthTSEP14
235,paper,INGRIDKG: A FAIR Knowledge Graph of Graffiti.,https://dblp.org/rec/data/10/SherifSSANN23
236,paper,Debugging Static Analysis.,https://dblp.org/rec/data/10/DoKHAB22
237,paper,dice-group/DBpedia-Chatlog-Analysis - Code for the paper: An Approach for Ex-Post-Facto Analysis of Knowledge Graph-Driven Chatbots - The DBpedia Chatbot.,https://dblp.org/rec/data/10/JalotaTMNU20
238,paper,Wikidata Vandalism Corpus 2015 (WDVC-15).,https://dblp.org/rec/data/10/HeindorfPSE15
239,paper,UpCy: Safely Updating Outdated Dependencies.,https://dblp.org/rec/data/10/DannHB23b
240,paper,Webis Causal Question Answering 2022.,https://dblp.org/rec/data/10/BondarenkoWHBNSBHP22a
241,paper,UpCy: Safely Updating Outdated Dependencies.,https://dblp.org/rec/data/10/DannHB23a
242,paper,Language Function Analysis 2011 Corpus (LFA-11).,https://dblp.org/rec/data/10/WachsmuthB11
243,paper,CogniCrypt_GEN - Generating Code for the Secure Use of Crypto APIs (Artefact).,https://dblp.org/rec/data/10/KrugerSAB20
244,paper,Paderborn Genre Analysis Corpus 2012 (PaGA-12).,https://dblp.org/rec/data/10/BaumannLS12
245,paper,CovidPubGraph: A FAIR Knowledge Graph of COVID-19 Publications.,https://dblp.org/rec/data/10/SvetlanaHSSMVN21
246,paper,Knowledge Graphs,https://dblp.org/rec/series/synthesis/2021Hogan
247,paper,Incremental Granular Fuzzy Modeling Using Imprecise Data Streams.,https://dblp.org/rec/series/sfsc/LeiteG15
248,paper,Evolving Linguistic Fuzzy Models from Data Streams.,https://dblp.org/rec/series/sfsc/LeiteG12
249,paper,Generating Explanations in Natural Language from Knowledge Graphs.,https://dblp.org/rec/series/ssw/MoussallemSN20
250,paper,Benchmarking the Lifecycle of Knowledge Graphs.,https://dblp.org/rec/series/ssw/RoderS0CN20
251,paper,Evolution of Electronic Circuits.,https://dblp.org/rec/series/ncs/SekaninaWKP11
252,paper,Self-aware Computing: Introduction and Motivation.,https://dblp.org/rec/series/ncs/LewisPRTY16
253,paper,Problem Decomposition in Cartesian Genetic Programming.,https://dblp.org/rec/series/ncs/WalkerMKP11
254,paper,Conclusions and Outlook.,https://dblp.org/rec/series/ncs/LewisPRTY16a
255,paper,Self-aware Compute Nodes.,https://dblp.org/rec/series/ncs/AgneHLPP16
256,paper,Schröder's logic.,https://dblp.org/rec/series/hhl/Peckhaus04
257,paper,Theory of Quantified Boolean Formulas.,https://dblp.org/rec/series/faia/BuningB21
258,paper,Minimal Unsatisfiability and Autarkies.,https://dblp.org/rec/series/faia/BuningK21
259,paper,Class Expression Learning with Multiple Representations.,https://dblp.org/rec/series/faia/NgomoDKHKB23
260,paper,Theory of Quantified Boolean Formulas.,https://dblp.org/rec/series/faia/BuningB09
261,paper,Minimal Unsatisfiability and Autarkies.,https://dblp.org/rec/series/faia/BuningK09
262,paper,Synchronisierte Pushdown Systeme für Datenfluss-Analysen.,https://dblp.org/rec/series/gidiss/Spath19
263,paper,Anticipation in Attention.,https://dblp.org/rec/series/lncs/BalkeniusFJT08
264,paper,Algorithm Engineering Aspects of Real-Time Rendering Algorithms.,https://dblp.org/rec/series/lncs/0001JHP16
265,paper,Computing by Programmable Particles.,https://dblp.org/rec/series/lncs/DaymudeHRS19
266,paper,Endowing Artificial Systems with Anticipatory Capabilities: Success Cases.,https://dblp.org/rec/series/lncs/PezzuloBCFBBFGHKKJLLMMOPPPT08
267,paper,Theoretical Analysis of the k-Means Algorithm - A Survey.,https://dblp.org/rec/series/lncs/BlomerL0S16
268,paper,Towards Learning by Interacting.,https://dblp.org/rec/series/lncs/WredeRHS09
269,paper,Using Abstract Contracts for Verifying Evolving Features and Their Interactions.,https://dblp.org/rec/series/lncs/KnuppelKTBKBS20
270,paper,Model-Driven Development of Safe Self-optimizing Mechatronic Systems with MechatronicUML.,https://dblp.org/rec/series/lncs/GieseS13
271,paper,Continuous Protocols for Swarm Robotics.,https://dblp.org/rec/series/lncs/KlingH19
272,paper,Computers and Education - Recognising Opportunities and Managing Challenges - IFIP TC3 - Technical Committee on Education.,https://dblp.org/rec/series/ifip/PasseyBCHLMMOTTW21
273,paper,Using Conditional Copula to Estimate Value-at-Risk in Vietnam's Foreign Exchange Market.,https://dblp.org/rec/series/sci/NguyenH15
274,paper,Task Models in the Context of User Interface Development.,https://dblp.org/rec/series/sci/Szwillus11
275,paper,Set Oriented Methods for the Numerical Treatment of Multiobjective Optimization Problems.,https://dblp.org/rec/series/sci/SchutzeWOD13
276,paper,Applying Meta-Modeling for the Definition of Model-Driven Development Methods of Advanced User Interfaces.,https://dblp.org/rec/series/sci/Sauer11
277,paper,Synthesis of concurrent modular controllers from algorithmic descriptions.,https://dblp.org/rec/conf/dac/BruckKKR86
278,paper,Search space characterization for approximate logic synthesis.,https://dblp.org/rec/conf/dac/WitschenWRP22
279,paper,Design and Synthesis of Array Structured Telecommunication Processing Applications.,https://dblp.org/rec/conf/dac/MeyerST97
280,paper,Fast Hierarchical Multi-Level Fault Simulation of Sequential Circuits with Switch-Level Accuracy.,https://dblp.org/rec/conf/dac/MeyerC93
281,paper,Safety Evaluation of Automotive Electronics Using Virtual Prototypes: State of the Art and Research Challenges.,https://dblp.org/rec/conf/dac/OetjensBBBBCCDEGKKLM0MPPRRRSSTV14
282,paper,Partitioning and Optimizing Controllers Synthesized from Hierarchical High-Level Descriptions.,https://dblp.org/rec/conf/dac/SeawrightM98
283,paper,A concept for the editing of hardware resulting in an automatic hardware-editor.,https://dblp.org/rec/conf/dac/Rammig77
284,paper,Discovering and Linking Spatio-Temporal Big Linked Data.,https://dblp.org/rec/conf/igarss/ZinkeN18
285,paper,Towards Vandalism Detection in Knowledge Bases: Corpus Construction and Analysis.,https://dblp.org/rec/conf/sigir/HeindorfPSE15
286,paper,SIGIR 2017 Workshop on Open Knowledge Base and Question Answering (OKBQA2017).,https://dblp.org/rec/conf/sigir/ChoiMVKN17
287,paper,Kooperatives Lernen in vernetzten Systemen.,https://dblp.org/rec/conf/fiff/Magenheim94
288,paper,zur Arbeitsgruppe,https://dblp.org/rec/conf/fiff/DonhoffHMR94
289,paper,Customized impact analyses for technical engineering changes.,https://dblp.org/rec/conf/sysose/GrasslerW23
290,paper,Enhancing systems engineering by scenario-based anticipation of future developments.,https://dblp.org/rec/conf/sysose/GraesslerHS16
291,paper,Systems Engineering competencies in academic education : An industrial survey about skills in Systems Engineering.,https://dblp.org/rec/conf/sysose/GraesslerHO18
292,paper,EvAnT: Analysis and Checking of Event Traces for Wireless Sensor Networks.,https://dblp.org/rec/conf/sutc/WoehrlePLBT08
293,paper,Visualization Task Taxonomy to Understand the Fuzzing Internals (Registered Report).,https://dblp.org/rec/conf/fuzzing/KummitaMBW24
294,paper,Optimal Embedding of Complete Binary Trees into Lines and Grids.,https://dblp.org/rec/conf/wg/HeckmannKMU91
295,paper,Four Approximation Algorithms for the Feedback Vertex Set Problem.,https://dblp.org/rec/conf/wg/MonienS81
296,paper,Invited Presentation: Data Management in Networks.,https://dblp.org/rec/conf/wg/Heide01
297,paper,The Complexity of Determing a Shortest Cycle of Even Length.,https://dblp.org/rec/conf/wg/Monien82
298,paper,The Complexity of Determining Paths of Length k.,https://dblp.org/rec/conf/wg/Monien83
299,paper,Bounding the Bandwidth of NP-Complete Problems.,https://dblp.org/rec/conf/wg/Monien80
300,paper,Efficient Broadcasting in Random Power Law Networks.,https://dblp.org/rec/conf/wg/ElsasserO10
301,paper,Bandwidth and Profile Minimization.,https://dblp.org/rec/conf/wg/WiegersM88
302,paper,Specification of a Programming Support Environment by Graph Grammars.,https://dblp.org/rec/conf/wg/EngelsS82
303,paper,Hot-Potato Routing on Multi-Dimensional Tori.,https://dblp.org/rec/conf/wg/HeideW95
304,paper,WEighted Parallel Triangulation of Simple Polygons.,https://dblp.org/rec/conf/wg/MenzelM89
305,paper,New Spectral Lower Bounds on the Bisection Width of Graphs.,https://dblp.org/rec/conf/wg/BezrukovEMPT00
306,paper,Loop Detection in Propositional Prolog Programs.,https://dblp.org/rec/conf/csl/BuningLS88
307,paper,Subclasses of Quantified Boolean Formulas.,https://dblp.org/rec/conf/csl/FlogelKB90
308,paper,An Upper Bound for Minimal Resolution Refutations.,https://dblp.org/rec/conf/csl/Buning98
309,paper,On the Computational Complexity of Quantified Horn Clauses.,https://dblp.org/rec/conf/csl/KarpinskiBS87
310,paper,Descriptive Complexity of #AC0 Functions.,https://dblp.org/rec/conf/csl/0001HKV16
311,paper,SecuCheck: Engineering configurable taint analysis for software developers.,https://dblp.org/rec/conf/scam/PiskachevKB21
312,paper,Modeling the Effects of Global Variables in Data-Flow Analysis for C/C++.,https://dblp.org/rec/conf/scam/SchubertSSHB21
313,paper,SootFX: A Static Code Feature Extraction Tool for Java and Android.,https://dblp.org/rec/conf/scam/KarakayaB21
314,paper,Into the Woods: Experiences from Building a Dataflow Analysis Framework for C/C++.,https://dblp.org/rec/conf/scam/SchubertLHB21
315,paper,To what extent can we analyze Kotlin programs using existing Java taint analysis tools?,https://dblp.org/rec/conf/scam/KrishnamurthyPB22
316,paper,Invited Paper: Blockchains made Lightweight: A Median Rule for State Machine Replication.,https://dblp.org/rec/conf/applied/DouS24
317,paper,Bridging the Gap Between Didactical Requirements and Technological Challenges in Serious Game Design.,https://dblp.org/rec/conf/cw/RillingWM10
318,paper,The Eduventure II. An Approach to Educational Game Design.,https://dblp.org/rec/conf/cw/Wechselberger08
319,paper,Secure Profile Management in Smart Home Networks.,https://dblp.org/rec/conf/dexaw/ZieglerMSL05
320,paper,Event Processing in Mobile and Active Database Systems Using Broadcasts.,https://dblp.org/rec/conf/dexaw/SauerZ98
321,paper,Domain Spanning Search for the Identification of Solution Patterns for the Conceptual Design of Self-Optimizing Systems.,https://dblp.org/rec/conf/dexaw/KlopperPGW08
322,paper,Embedding XML Schema Constraints in Search-Based Intersection Tests for XPath Query Optimization.,https://dblp.org/rec/conf/dexaw/BottcherS05
323,paper,How Good Is Good Enough? Establishing Quality Thresholds for the Automatic Text Analysis of Retro-Digitized Comics.,https://dblp.org/rec/conf/mmm/HartelD19
324,paper,BENGAL: An Automatic Benchmark Generator for Entity Recognition and Linking.,https://dblp.org/rec/conf/inlg/NgomoRMUS18
325,paper,Enriching the WebNLG corpus.,https://dblp.org/rec/conf/inlg/FerreiraMKW18
326,paper,AR-based configuration and information retrieval of household appliances on mobile devices.,https://dblp.org/rec/conf/chinz/GausemeierFMMF03
327,paper,15 Gbps communication over an USB3.0 cable and even more.,https://dblp.org/rec/conf/IEEEssd/WolfS12
328,paper,Optimal Alignment of Temporal Knowledge Bases (Extended Abstract).,https://dblp.org/rec/conf/dlog/GilPPT24
329,paper,Brushing-up DLs to Cope with Imperfect Data (Abstract of Joint DL+NMR Invited Talk).,https://dblp.org/rec/conf/dlog/Turhan23
330,paper,Give Inconsistency a Chance: Semantics for Ontology-Mediated Verification.,https://dblp.org/rec/conf/dlog/DubslaffKT20
331,paper,Role-depth Bounded Least Common Subsumers by Completion for EL- and prob-EL-TBoxes.,https://dblp.org/rec/conf/dlog/TurhanP10
332,paper,"Mary, What's Like All Cats?",https://dblp.org/rec/conf/dlog/EckePT14
333,paper,Towards an Equivalence Degree of EL CQs (Extended Abstract).,https://dblp.org/rec/conf/dlog/GilT19
334,paper,Conjunctive Query Answering with Finitely Many Truth Degrees.,https://dblp.org/rec/conf/dlog/BorgwardtMPT15
335,paper,Computing Standard Inferences under Rational and Relevant Semantics in Defeasible EL_bot.,https://dblp.org/rec/conf/dlog/PenselT18
